xgb,catboost,lgbm
50596564992,55549372053,32078107192
33814431744,30265919545,21630866330
37771984896,32834724089,23266531036
36636405760,32260594763,23288223968
35291672576,32242970038,21707316271
50090020864,76554577922,32818199791
46593970176,46498576855,28997538971
50721730560,56149988663,33077820900
34458402816,29912085974,21726408340
35399909376,31158093388,21838581988
33609754624,29653364507,21630866330
36220313600,31041129604,22847756849
33874446336,29890399001,21630866330
37201911808,30502690877,21911588772
34433757184,30393237365,21652902740
41890205696,30450752581,24426624330
1.09731E+11,1.57975E+11,71651623204
34343172096,29391332944,21695243142
47763255296,62621046045,31118387001
37258674176,33496529080,22716016929
35143311360,31506893446,21695243142
38161596416,32948218728,23715641724
34932801536,29275752688,21816240888
34827476992,30914320426,21816240888
38316269568,44577119909,23718975103
34741841920,32797466833,21816240888
35816796160,30931158741,22838804255
35553497088,30709455481,22101644852
46302408704,45306501045,28653247489
49979084800,51264102459,31516363362
1.00472E+11,70685930858,66858788714
34738143232,30681815951,21656371751
51234578432,63536912995,33459424241
34696167424,30735584641,21726408340
35994066944,32071568449,22726265852
36496343040,30087836569,22726265852
34412580864,29688916704,21695243142
37202214912,34390675716,23057136278
34495193088,30678339097,21652902740
48466763776,42759368584,30272429886
36417351680,30779025697,22739728877
35977461760,33462560783,22072185636
50586120192,59376869414,35552800513
34532089856,30370465958,21695243142
38657519616,36869694965,24782103350
37849202688,34064333827,25713605564
38694883328,30580077772,23025443354
33495668736,29548140890,21630866330
36576972800,33088818155,22855553987
34986516480,30556140985,21695243142
1.08741E+11,66241206300,71486351094
35823493120,31191321536,21727954162
34441625600,30245025653,21652902740
35808309248,30668329917,22303453186
50384510976,37390387479,31624050758
34489950208,30462169957,21695243142
60534636544,61514041002,45075944704
38199324672,35287217586,23952790379
48907833344,52617859587,29406093077
34751021056,30054305235,22101644852
34996957184,30434244695,21656371751
35332820992,29987109736,21738253345
38339870720,38502739421,24106721071
38258843648,32107866626,23441576119
34706771968,30178813548,21700060750
34630496256,29873284314,21656371751
36314714112,38993985773,22306482573
34591866880,29851355957,21687987621
35330039808,19894994310,23132990776
33822437376,29541845473,21630866330
34264238080,29840349247,21630866330
51087007744,69111564321,31122766128
46202982400,55725717966,28437314551
62048563200,97831354467,41294063670
34553233408,30507694752,21656371751
34191605760,29970520230,21630866330
35213512704,33201557954,22428717643
34999058432,29461798649,22250178504
49696989184,70396137452,31531523630
35012018176,31097028240,21656371751
33806354432,30136519020,21630866330
40930447360,37490209521,24334977549
85994143744,1.51481E+11,69759689791
35753140224,52222918047,22507559794
36815728640,38920598422,23232953557
35455401984,30225537971,21738253345
42364477440,50630197126,28920018865
63887302656,72810801326,39098566686
36853313536,35462713513,23132990776
39501099008,73794639620,23476891179
35078246400,32277883483,21687987621
34634715136,31078100833,21695243142
34279602176,30568988267,21630866330
47730831360,34674758811,31356867319
34498551808,30273510123,21726408340
47128903680,62604367101,28572729203
34575609856,30150214758,21687987621
34957729792,29258262698,22221722862
66890252288,1.27079E+11,44809855693
1.59669E+11,1.2923E+11,94463449686
36068626432,30119881991,22739728877
65226313728,85441713612,49663634275
35077001216,31250133038,21656371751
34026172416,29646460227,21630866330
35866963968,22297501932,22507559794
80786096128,61597823064,49956616196
39632416768,44158508954,23715641724
54320287744,99460168171,35258228908
35169017856,33042495786,22428717643
65663741952,71247989178,39492585406
34527150080,30031462192,21695243142
36016799744,31975756488,22838804255
42311315456,57936063238,27085056842
89339879424,1.10422E+11,68070042883
35398905856,30607177387,21656371751
34080499712,29560393760,21652902740
35974037504,31806689072,22043216454
36037083136,31950018639,22195105471
42356490240,34904525018,27047208402
1.82227E+11,1.54752E+11,1.20333E+11
44587618304,1.05513E+11,27980647422
37870579712,29267088756,23597857232
53129355264,85169088613,36138887124
33652946944,29904221723,21630866330
33988124672,29565005154,21630866330
33753696256,29699645093,21630866330
36853313536,35146258830,23132990776
40097112064,32874296764,24404010322
14457735168,12630704300,7563364358
39441846272,43156711862,25607920118
35847151616,31941955580,22035236334
35182755840,31209999414,21656371751
5.93198E+11,9.40336E+11,2.98771E+11
34969866240,29966870723,21934736105
54561939456,45093709555,40091778125
35508277248,30235233343,21695243142
33592999936,30111888634,21630866330
48097320960,49729084295,28248152052
74760249344,73155301327,47515400255
35066613760,30292114054,21656371751
34390069248,29298198201,21642939459
44246355968,34631951858,27512387112
35502182400,33251131987,22507559794
37210988544,26341368819,22221722862
33671135232,29622240609,21630866330
33979766784,29377041979,21630866330
43093479424,49167105308,29806450095
34959888384,31202452363,21656371751
67160297472,1.97039E+11,35892341123
33560242176,29314698203,21630866330
34239023104,30146993394,21652902740
58658865152,48105498375,35918811600
37967446016,32798645112,23441576119
50587430912,46496644573,32066880585
35235569664,29728599130,21656371751
34770903040,29939928604,21687987621
34555404288,30729863735,21695243142
37723725824,31202818605,23441576119
34997399552,50191252561,23132990776
51705155584,1.56174E+11,37318739377
34261542912,30628149385,21695243142
50634067968,77833950788,32568422831
34031464448,30247262552,21642939459
52793176064,1.50396E+11,36787894320
53330604032,50069023771,36404216535
33816102912,29910885590,21630866330
35687276544,29757142437,22195105471
35519897600,31612850491,21910723637
35062571008,31715293503,22101644852
35953410048,30930841163,22195105471
34970255360,29916486138,22101644852
35338911744,30290420746,21730501350
37294329856,31104502395,22985001457
34205020160,30008482364,21652902740
36925177856,37751232383,22945089468
35660374016,30235349768,22250178504
34952073216,30274632497,22101644852
41752616960,41339530289,27930351267
34835472384,30131189926,21695243142
34202839040,29650567870,21630866330
35402502144,30883530893,21726408340
40147755008,32330445186,24906426585
44095328256,30988662120,27977890747
37069615104,32986538175,22035236334
37052252160,32273911389,23057136278
1.82598E+11,3.10062E+11,1.48163E+11
68893310976,1.48658E+11,40567124685
34676510720,29083155729,21695243142
37712343040,39724949948,22963872861
34964541440,33525893085,21816240888
35150106624,31259936417,21816240888
35582730240,30330776848,21888403693
36410281984,3387434073,23132990776
35047239680,30469093183,21726408340
35199922176,30131791131,21727954162
35215609856,32726116378,22092879483
36902649856,56063126315,23132990776
37853315072,36813298518,23361871262
62121836544,68460305668,44201812914
36756287488,28924227286,23201016568
35296460800,30108244298,21738253345
35947417600,31855765107,22004795734
38480764928,34191576720,23915477748
34220951552,30395845551,21642939459
45924077568,47218462777,29948097253
46918090752,32438295587,29232867459
36949528576,35767602632,23597857232
1.28627E+11,1.11669E+11,77521956918
53548511232,65423738978,44172318824
34091030528,29664879665,21652902740
35380412416,29203861165,22221722862
1.50184E+11,2.34515E+11,96088864206
35447115776,30924123287,21738253345
41731190784,31405660317,24914965364
81029963776,58899604690,74516825471
36192305152,33194444498,22565157943
47316582400,40785167647,28831765662
33818576896,29870239911,21630866330
40331657216,31276471715,24695022289
35068612608,30707308559,21656371751
87859249152,2.48493E+11,68431213098
45350596608,41108135629,29525896482
46937833472,50358662212,29602033421
34935160832,30252116786,21730501350
34286112768,30495644144,21642939459
33927380992,29494799916,21630866330
37936762880,34281793609,25428394392
35313532928,32280953092,21656371751
54256676864,99519558374,32571888134
34888658944,30579237470,22101644852
34908852224,31318526041,21656371751
71752302592,1.65456E+11,44039956817
48214138880,59346051933,31600456950
34681118720,30487778779,21695243142
35514675200,30030179935,22507559794
34542092288,29299659650,21642939459
39272402944,24192848698,23597857232
42296541184,34284695794,27047208402
85330870272,1.52237E+11,51783424421
34828091392,29521432316,22080957111
39090778112,34746759717,23715641724
34602512384,30996805785,21656371751
34098212864,30220989952,21630866330
35638476800,29831109552,22043216454
34544103424,29722175348,21816240888
37450735616,31354318601,23602880295
34795905024,30369719371,22101644852
46202982400,50244773072,28586361981
43577987072,53517314592,28068697132
34438950912,30024502237,21695243142
34666549248,28984393014,22101644852
52424040448,56017203816,49444518917
36752494592,29922177547,22985001457
34967732224,30133569978,21687987621
2.22805E+11,1.23802E+11,1.67559E+11
35961847808,32026752074,22880687241
54266359808,32022419351,34596567414
37861896192,35487935644,23441576119
46079479808,34720384589,28552256515
38626590720,37921131020,23893023398
35538145280,30405307657,21898122482
47961145344,56325644925,29963861525
34997964800,30419558129,21656371751
51689226240,35913575081,35234235181
1.6062E+11,2.58919E+11,1.16534E+11
49186996224,56805687992,30784663239
37949329408,33596052774,23806699667
34795008000,30963396906,21934736105
34119940096,29879634807,21630866330
34977800192,31295146963,21656371751
36492320768,35632002874,22869892927
35612524544,31493194339,22072185636
35909337088,31106976890,22487149948
46138585088,56276936612,23118373014
45292351488,74469526715,28338107744
35857629184,29974601216,22177266026
3.85386E+11,4.294E+11,2.75386E+11
37427343360,49524967670,23132990776
35864690688,30116048388,22739394349
2.32441E+11,2.94165E+11,1.34278E+11
37106925568,33007087427,23201016568
53318438912,67033724776,36967534984
34555404288,30196658647,21695243142
34686459904,29862431756,21707316271
34820022272,31241872554,21656371751
34786570240,30884847632,21687987621
36039176192,32909299856,22726265852
37799395328,32567366700,23715641724
68549791744,37981383323,39966648737
44964315136,47329511443,29154502864
34456342528,29694244294,21656371751
34947084288,30724746585,22101644852
34878500864,30622112805,21730501350
41868713984,32531541535,25125584182
1.90977E+11,1.20443E+11,1.16437E+11
35969957888,31333761434,22512334729
45344665600,37774592987,27641908205
1.87308E+11,1.24448E+11,1.42455E+11
49288597504,32917979084,30488215304
60553007104,56147383986,40514621362
35129573376,23647314732,22507559794
41856610304,75323654724,27652399168
1.39005E+11,1.128E+11,90266128095
47100342272,36454826338,29327131688
34396139520,30243007514,21656371751
2.97262E+12,2.92973E+12,2.0787E+12
42150293504,42354829330,24877876630
34998550528,29833629331,22263641529
34702602240,29525046372,21656371751
36043755520,31728328515,22182414964
37877751808,48186141833,23715641724
36234862592,30988336091,22716016929
34182356992,29531735023,21630866330
34211815424,31348064634,21642939459
36020113408,32453632084,22182414964
52532957184,81657352483,31602328184
43697766400,62915146057,28910245550
36281724928,28587551764,23088564075
34498899968,29844476620,21695243142
60918300672,56447057831,37975875823
36782460928,31567461511,22968161669
35075887104,31787870544,21759119361
46338863104,46798040286,30068576322
35013484544,32475868250,21707316271
43650662400,31338444648,23097680164
35215552512,30152065678,22004795734
42220109824,50414792989,29042665782
54628651008,32991241191,23097680164
34629632000,31050661261,21726408340
34910773248,31000586545,22221722862
34726809600,30218809111,21673037354
47087280128,28402155669,29611307375
35870175232,32150360657,22195105471
1.22657E+11,66256771156,81763494429
36618539008,35448917407,23597857232
34986811392,30428625141,21656371751
34856906752,31171075952,21642939459
39988252672,41913507646,25181990560
36626939904,29661741492,22726265852
34959306752,31105884050,22101644852
34797383680,30569874951,21934736105
36021882880,32615214231,23088564075
52606119936,40810136266,32367952744
34909839360,28958195312,21656371751
36284461056,33899136771,22918349849
35387584512,30620509943,21911588772
34741944320,30369609015,21720698641
35470589952,28064784342,21656371751
37034225664,30917664179,22428717643
40181362688,27031681468,26456575660
33994514432,30029793241,21630866330
40023633920,58502051634,23715641724
1.53318E+11,83206041624,86695761227
34398322688,30331900832,21695243142
35991461888,35569977410,23425668935
35179491328,31082946103,22250178504
38077476864,58138926986,23717865247
74335444992,1.51222E+11,51369357752
35253391360,32132377702,21828842043
1.11736E+11,83973025233,71273781497
60440322048,-19990303400,35876569603
50253877248,37551201100,34466275280
35067604992,30120272466,21656371751
35019362304,29854093970,22263641529
35911196672,34819871138,22739728877
46510559232,56235813133,29548851659
34233174016,30300384776,21642939459
51427618816,51927474199,34569016991
35782148096,34431029091,22164664871
34562314240,30113199691,21687987621
52084092928,63301222058,30480667420
34106677248,30752212000,21642939459
35010695168,30514939369,21816240888
33823668224,30828540585,21642939459
53139828736,56264032266,35127488402
35437752320,35369642441,21953807293
34652127232,29601147048,21656371751
33969215488,29803888384,21630866330
34819358720,29536142659,22250178504
37694427136,31969733445,22819195512
36063686656,31332703610,22945089468
33689595904,29692594239,21630866330
34138286080,29603208413,21630866330
34683584512,31432328761,21652902740
2.28284E+11,1.25257E+11,1.60975E+11
35672055808,28946948339,22726265852
52104622080,51872553140,34335506896
34491551744,29318737270,21695243142
1.87866E+11,2.46358E+11,97162396039
35900321792,32439030958,22195105471
35226263552,30994688023,22250178504
36430270464,31055416328,22798761590
34451701760,29655408657,21695243142
36596023296,35790936621,22726265852
33955307520,29741104385,21630866330
34704908288,29314692106,21816240888
47610658816,52716121642,31497626767
44705140736,42775606670,29688757711
8.07865E+11,5.80832E+11,5.54005E+11
34778017792,30256889227,21953807293
35548975104,32056978281,21939668740
34814128128,30145226256,21707316271
35014131712,31205197871,21707316271
35605975040,30206300396,22004795734
52101181440,43052429253,28956124464
36282675200,36614099195,22035236334
36711354368,31764874575,22726265852
62867435520,1.33987E+11,42533005059
72175779840,-48004815462,40641215005
34333007872,29618317423,21652902740
1.69099E+11,2.74932E+11,90129115149
46908469248,41380964820,30048217471
37997219840,29614745881,23571995897
34836127744,30213990791,21700060750
35019362304,30537453017,22250178504
47882481664,45217913890,29795606706
34604752896,29412207062,21695243142
34496888832,30077829812,21695243142
36326400000,33684727454,22716016929
33661669376,28384352297,21630866330
34010314752,30088252054,21642939459
34866495488,31359509482,21656371751
36361969664,29844418388,22726265852
42156908544,31964662492,25593699032
53078454272,55111251413,36138887124
53758889984,51069240918,35606768427
35068321792,30701484958,21687544216
45699313664,35022498272,29065005082
35212029952,31430725401,21816240888
34773250048,29206055724,21656371751
33699061760,29523795113,21630866330
37327462400,38035514779,23685168736
46339186688,40546518404,28005751700
40214978560,33503378686,23800587878
37031702528,32892566101,23361871262
34161627136,30545198693,21630866330
33883615232,30361139125,21642939459
34562318336,31123401895,21828842043
35060801536,30500422706,21656371751
35781246976,29836701470,22726265852
74614800384,70275133251,44321133269
35397677056,29785938726,21830439044
40055373824,46563220244,24619486799
44513665024,58806031281,27288438029
48825778176,37075812818,35003157693
38743453696,37202573120,24012008462
42074411008,43507629957,26828005281
73254207488,-19661300808,39584727909
58305892352,46636612544,34232671304
35988250624,30727607604,22071457909
40071737344,31872905005,23653827558
48418807808,36982836824,30386202443
53508202496,35958206878,30025550743
34482663424,30422510412,21695243142
51345178624,53441409546,33202533380
45417324544,34275189410,23025443354
47455686656,39192273982,29943202706
54320287744,95693576490,35405320190
35271921664,31521045671,21816240888
85690171392,72357435765,54729397651
47316582400,43035533721,28837170208
49349976064,69280258275,31240493864
37924192256,31044196716,22985001457
36023484416,32890301070,22565157943
1.94386E+11,2.76639E+11,1.38654E+11
1.22343E+11,1.65799E+11,96308073904
34601652224,30324840891,21726408340
50504560640,56001040552,33772863194
34391293952,31729553476,21828842043
46265606144,57524308243,29908066130
34743382016,30482480845,21652902740
45384744960,53171530569,27641908205
35459444736,31252692031,21854796375
38285824000,37145951428,23266531036
42360496128,47252118662,25340950412
34554408960,29877587329,21695243142
33845481472,29818636271,21630866330
34369196032,29218239211,21726408340
47928668160,46840951759,29556008611
34675159040,29452341943,21828842043
35740975104,40750164896,22507559794
35300106240,30409018702,22221722862
35672895488,33069202903,22120716041
37110677504,38027612052,23057136278
36763373568,39116998261,22819195512
70134939648,55060927880,46924927119
34072285184,30367525641,21630866330
37468680192,30704860049,22985001457
38624825344,56792887938,23827727547
60062552064,44591718275,35235753478
35982979072,30665579669,22739728877
34036987904,30629698400,21642939459
33695670272,28488072047,21630866330
39335088128,37524614268,25052557225
37702152192,31441077993,24020547241
35417927680,29993163728,22004795734
36504469504,29220394787,22738602049
38009294848,31164512922,22726265852
34273058816,29986229505,21652902740
37291823104,32925997918,22726265852
60233961472,44085297949,39238483319
1.63268E+11,2.51296E+11,1.03579E+11
87885316096,84039461434,50491576934
57934876672,66908383951,36399894740
33983440896,29666911657,21630866330
35416670208,36386551351,22282712717
42341212160,32239186200,24426624330
33831829504,30441467198,21630866330
38855573504,29445248514,23597857232
48757436416,50176567062,31614019726
34948714496,30099171471,22250178504
34825170944,31768802746,21687987621
34656374784,29811878795,21695243142
35737640960,29890401036,22004795734
47182225408,47641601141,29775328674
41405206528,-5417713608,25640598305
37112639488,76007305218,23715641724
52606119936,36089706473,32367952744
34806435840,30335378262,22101644852
47742021632,57529869293,32503004500
69253169152,66390102698,45563217356
47212265472,44718694018,30007596143
33904064512,29698958746,21630866330
35113365504,31711460756,21934736105
48952164352,44905618795,31540334998
45965086720,41398218278,28519047798
35554672640,31091723865,22004795734
36150153216,40096205271,22035236334
39410868224,38060519923,23944251600
48705105920,52491271880,30178924982
34248660992,29346497166,21695243142
55413030912,1.31091E+11,36407843283
34286954496,29949308040,21630866330
34414923776,30116924484,21630866330
36170350592,30176140601,22726265852
34924617728,30018071917,21695243142
47401570304,46261401726,29334860736
51242844160,82382812303,32856218681
33495668736,29250038296,21630866330
50265485312,70246390923,32417317146
40687407104,33007300837,23809126657
48181063680,35445594827,29698562087
50825420800,1.48005E+11,35732585508
40845172736,96687121994,23715641724
34380410880,29394078168,21642939459
62048215040,1.1989E+11,42654426420
47895379968,37978039396,28568010887
35079458816,30805885397,21816240888
33934274560,29916641999,21630866330
34765463552,32097089735,21652902740
35281838080,35347098595,22507559794
38624825344,36015346296,23826104614
33695670272,29663200208,21630866330
48909565952,53387679462,29931066213
34691371008,30616326090,21656371751
2.23251E+11,1.33084E+11,1.43703E+11
36718477312,30497005947,22726265852
34655584256,30652344560,21656371751
47935254528,44385360105,32392183477
33890766848,30969644305,21630866330
34615816192,30118191880,21934736105
33843466240,30555440165,21642939459
39706734592,33580740863,24467845717
60114792448,51800577772,45763479514
1.24033E+11,1.06544E+11,89763921138
37656608768,34096057017,23462059757
40689557504,41481071178,23715641724
44228509696,43080018789,26650823059
48342900736,33622746235,28048716610
34926956544,30696521485,21695243142
43526549504,51916660274,29806450095
43782352896,54848506809,26279784251
39819878400,31429042597,23839709397
33936109568,29558739251,21630866330
53298860032,69236090302,35223624437
35684503552,31720189618,22004795734
35273138176,36011491159,21738481470
34048927744,30877349681,21630866330
59020103680,45243677673,36250509253
70244253696,36831448708,40068595062
34936242176,29736098380,21656371751
37155606528,32053541994,22716016929
41553231872,96430499766,24371990197
45603590144,33380358846,29078591598
33695670272,29859552840,21630866330
42399399936,32347289408,25125584182
33706201088,30131475560,21630866330
34962415616,31896005543,21738481470
36379959296,32691798723,23116787296
34516180992,30758528565,21642939459
37376282624,40440976543,23026548827
34542092288,29921736986,21642939459
62383579136,53614325041,41551096162
36843692032,64198822949,23132990776
33843466240,30429724393,21642939459
34329583616,30067157011,21687987621
34411941888,30335340913,21652902740
40785956864,34294932518,25035690776
35034451968,30955657398,21738253345
44585975808,41956275129,27395034977
63444246528,39269419200,37995398867
35064782848,30174456793,21738253345
34056476672,30219769290,21630866330
65317830656,1.38082E+11,42431088342
36261695488,34345562006,23232953557
61089632256,41969980763,38568079722
35977195520,33880481087,22135554013
34554343424,30902315376,21695243142
44729880576,3.26461E+11,26459350660
37114957824,37198869892,23325328324
41747767296,32444024075,25593699032
45013590016,23575720876,26732773622
65411854336,72952782180,44892994497
41314148352,42463610584,25748323626
34429939712,31187898056,21656371751
1.86842E+11,1.40579E+11,1.11294E+11
94662033408,77215214557,60888358097
46718050304,28400168228,28347309244
38732427264,29601756273,24249897895
53579919360,48511559219,33548128371
45815066624,41833572563,28519047798
41107161088,35946607480,25099426116
50827304960,72507413695,31844246180
37017636864,1.23088E+11,23132990776
37646012416,33460400829,23530053274
35604762624,34276884955,22035236334
47607951360,44353833997,29781296949
62538530816,75901770804,42062379415
47657418752,51366526254,29893851151
34547527680,29605194943,21687987621
56276226048,34967385756,37892181454
35487072256,30471189473,21854796375
38533849088,35456002909,22819195512
36425121792,31303120150,23116787296
1.47486E+11,3.2765E+11,1.08859E+11
34108889088,30635163769,21642939459
34397155328,29942470867,21695243142
33995661312,32256382342,21630866330
44594511872,12475919112,26400280450
34537639936,28749408818,21695243142
39501860864,91528140071,23794871965
47925678080,63900793655,29057809893
40253460480,33743696498,24412549101
35597754368,32275290534,22072185636
34749927424,30869708662,21934736105
34470711296,29571133947,21687987621
35871780864,33032970555,21738253345
34482024448,29856129856,21695243142
35100028928,31634292605,21953807293
58283438080,44381547403,40559113071
36785647616,40019671774,22819195512
34602840064,30524034546,21695243142
34529050624,29981581144,21726408340
33605222400,29684978926,21630866330
34626555904,32628468626,22080957111
34803449856,30469212982,21656371751
35911196672,30000320687,22726265852
35632037888,30234726967,22004795734
34984009728,30651482031,21934736105
40597762048,41472174313,25052557225
48139153408,39312819510,34691766595
35169017856,28434986299,22428717643
41115508736,28099513815,26947458704
34918973440,30718515405,21828842043
36482772992,32424340707,22984175786
35247427584,31327600705,21934736105
36781547520,29671441143,22726265852
50151002112,57956008271,31851374463
33757634560,29584924802,21630866330
34452946944,29874780625,21687987621
1.10177E+11,1.01823E+11,73437982555
1.30984E+12,1.8228E+12,9.43541E+11
45873057792,24836285966,30620563941
48886636544,42083017773,28206527193
38161854464,32064524109,23602880295
37224673280,30906418030,22739728877
3.05374E+11,1.48805E+11,1.80922E+11
55832449024,72209096251,33837222427
54156849152,64876222873,34428964296
53425352704,1.07603E+11,33189136133
39967588352,35706511344,24928533337
47957688320,47666839830,31597924449
48325292032,32064308314,32082809628
35441549312,30267843884,22101644852
39550234624,33048797706,24599620918
36359778304,34441086631,22968161669
34433146880,29886707991,21687987621
98835275776,99358400395,79262756333
53318438912,57765955493,36967534984
42052435968,50976815376,26651006376
38257721344,43163080321,23462653285
34532331520,30693201028,21630866330
36777308160,30319412752,22716016929
33942040576,29688261235,21642939459
34402988032,30300312051,21726408340
35195244544,31577490115,21934736105
47076200448,56037116455,34264317228
37045153792,34286879385,23597857232
49368875008,48853043201,30926578419
37312200704,31180717445,23477357914
36398067712,30824974355,23116787296
34015625216,29845011661,21652902740
37331714048,32899107211,21695243142
36287533056,37546614713,22813967067
41068498944,86075324982,24371990197
34777378816,30336901340,21656371751
63757262848,60473368478,42917373407
34731249664,29688457765,21687987621
34562314240,29980277474,21687987621
73537191936,1.03364E+11,44039956817
35082178560,30535364666,21738253345
50588430336,33168456920,30625779409
34116425728,29424635640,21630866330
47884713984,38953968217,30217070450
34469556224,29975311187,21664975869
49399345152,51663431534,32937748707
34856783872,30918241364,21726408340
35505090560,22331492186,22507559794
46972006400,41709526873,29011308318
35644284928,36934552625,22507559794
34667655168,30086889283,21630866330
34351349760,32795322834,21642939459
57468452864,83749469443,37906478463
42404237312,46377220019,27938890045
36848902144,30421439703,23597857232
35034353664,32219003762,21934736105
35292467200,31839625713,22263641529
36164214784,31503712665,22716016929
2.39359E+11,4.19858E+11,2.22998E+11
35881795584,31603909010,22143316972
35184013312,32027421500,21934736105
83800170496,1.76405E+11,58150066943
34492911616,32086450247,21828842043
4.53643E+11,4.45246E+11,3.87552E+11
35443671040,32876736787,21656371751
34584936448,30576695862,21656371751
34468933632,30442525200,21726408340
39295303680,36021634619,25052557225
35708911616,35816812202,21730501350
44806156288,45276872075,27643547760
40734208000,40811513184,24291830878
49386905600,44543002384,30193502675
36068626432,29467403874,22726265852
47553732608,76909637589,29448184635
49849606144,48664769341,32925461417
38502645760,29909857187,24140035595
59897987072,98994373396,39924428908
39403868160,33759128243,24584405486
68131688448,72595347136,44538327355
35803275264,30863701539,22403358501
55965753344,37070891853,32330882283
45732995072,1.43797E+11,29241175204
35885453312,31203896539,21911588772
36186877952,8709157532,23132990776
56490708992,52591894881,37628755596
34519740416,30263397473,21630866330
54473117696,57784660739,33512518339
43693555712,26451850515,28493514614
46413643776,42275585422,29734626011
1.90799E+11,79047484599,1.17267E+11
35020873728,29005590555,21652902740
39919058944,32958655400,25044229555
99129016320,3.02349E+11,67744861600
44679700480,93256111795,29001218129
35777347584,32628831124,22004795734
37816459264,34195772169,22869892927
45771087872,51756259599,27541735792
56349941760,1.50468E+11,36453054550
34735955968,29440649579,22101644852
81206386688,37287796872,50491576934
34747080704,29005099146,22101644852
35022524416,29806267553,21695243142
45889396736,32751115534,23097680164
38303686656,38792079757,22819195512
34098212864,30324209946,21630866330
34496827392,30161707615,21687987621
36036087808,31645805862,22855553987
41454034944,38032759308,24817170609
43614277632,27321432003,27541419750
35425521664,33378329169,22092879483
33723596800,30930257463,21630866330
34327672832,29824762294,21695243142
50897678336,73491047558,33459424241
34941734912,32033499848,22428717643
33987280896,29861745992,21630866330
55562854400,55085610486,32413737191
34882592768,31332095142,21656371751
36740055040,33939349264,22758800066
53286506496,54150983898,32495627106
35464392704,31968279252,21700060750
36703731712,28490499242,21656371751
34252972032,30591726529,21642939459
79660351488,60799672541,53458761352
52385566720,1.2308E+11,35378290987
35397677056,30731453005,21830439044
33756844032,30179614359,21630866330
34443063296,30124385513,21652902740
45444091904,49604884877,27536064587
41115508736,33023933930,26947458704
36587892736,49166038605,23132990776
1.09501E+11,18146102195,69986983671
37171355648,33120878035,23462059757
47363280896,28277202604,29454652051
34184251392,28928233182,21630866330
37137641472,32270993646,23477357914
38562078720,35950189744,25558201478
58939207680,51104966546,36293426837
42342600704,49021211000,26828005281
38066688000,26897427166,23597857232
69963964416,89637963811,47013244920
1.65706E+11,61562419474,1.13595E+11
48909565952,67384575739,30161986552
46280458240,47972157935,26947458704
43050967040,35827095935,23097680164
35714932736,64085395666,22507559794
39976431616,42858137879,24291830878
51074912256,39785180288,31155787653
36469252096,33808873187,23116787296
48688541696,37468056327,34696788459
37688778752,32715062101,23144188109
35796500480,32447749680,22072185636
35500933120,30751315542,21860879644
3.68251E+11,3.67801E+11,2.33541E+11
36186906624,34542519010,22148854276
49000439808,70834898763,31055932858
36152639488,31014921321,22716016929
43220021248,61495924984,27857292836
55236800512,49496584930,32339828218
67941511168,64627768468,46940264263
35121913856,31194452545,22250178504
35326980096,31576432573,21838581988
55694446592,49210377373,37704744183
35325894656,31429320440,21934736105
38245965824,31212649329,22631145738
36068626432,29450620046,22957975856
51560685568,56105414427,34743944539
34373894144,31231887226,21630866330
34330558464,29942420420,21652902740
40776159232,40601809078,24540343661
35715166208,30796828462,22004795734
48186769408,55094995843,29919511227
34184251392,28074256984,21630866330
36521263104,31477302492,22726265852
52593217536,44006179824,32676996576
1.02386E+11,76168242564,62906254719
36678156288,34845144588,23597857232
36300328960,33188190429,23132990776
34713063424,30325994707,21726408340
34947084288,30977010053,22101644852
33723596800,30234328971,21630866330
48942874624,42114838381,28669841550
1.29734E+12,1.1009E+12,8.75934E+11
44929769472,40070108273,28485873525
1.34258E+11,1.17587E+11,1.02999E+11
35707650048,29954335191,22035236334
35668606976,29144939923,22250178504
33944526848,29929837993,21642939459
60124766208,13857321507,39755377702
1.78984E+11,1.24599E+11,1.08272E+11
74985971712,58603802835,44611112226
36350910464,30689251584,22847756849
74270990336,81286918096,50864790532
35600535552,38919065656,22507559794
34723487744,30246556125,21656371751
56276226048,38684666922,37892181454
56151236608,45607057759,36101822664
54624804864,84780839629,32232885123
49310863360,46537405611,31082185178
34239023104,29900237063,21652902740
37816459264,33086916164,22869892927
35456655360,35500240234,22487785513
34869997568,30116717970,21695243142
34462990336,29999858069,21630866330
49130909696,48091283435,30824645959
33834659840,29402743368,21630866330
35484471296,30831501099,22128978033
34389532672,30025105394,21687987621
47250276352,55225834353,30427385462
33506199552,29448432504,21630866330
35362070528,27807833607,22507559794
41633361920,37166567808,26650823059
35698290688,29872774429,22004795734
34371792896,29774932346,21652902740
47889489920,57891601239,29678372752
84439433216,1.40949E+11,60558806788
37330882560,30187065118,22847756849
1.51042E+11,1.28216E+11,94947650121
34022438912,29939100916,21630866330
35243806720,31322416876,21934736105
33918328832,30108691103,21630866330
35512197120,30770817491,22101644852
39590436864,50883699074,24125995266
35106635776,6375658941,23132990776
34553675776,30215900601,21656371751
36216557568,30539397227,22716016929
34507448320,29228598935,21695243142
36319739904,36521263847,22919908894
52435415040,55246329872,35710259270
69530312704,88599060257,47726480854
48971776000,41579391755,31330415001
51866533888,42157491745,32010950657
34829312000,30273055457,21656371751
35423793152,31620483094,22403358501
51235237888,48080554898,33851594782
40928915456,48491405918,25593699032
